index	tourEndTo	tourIndex	tourStartTo	tourEndFrom	tourEndRange	tourStartFrom	tourStartRange	text	place	travelIndex	travelEndDay	travelEndYear	travelStartDay	travelEndMonth	travelStartYear	travelStartMonth	lng	lat	forced	lte	gte	parent
2754	1719	1	1709	1719	FALSE	1709	FALSE	Reggio	Reggio	24	0	0	0	0	0	0	15.6472914	38.1113006	FALSE	1716-11-18	1716-11-14	
2754	1719	1	1709	1719	FALSE	1709	FALSE	Parma (18 Nov.-23 Dec.)	Parma	25	23	1716	18	12	1716	11	10.3279036	44.801485	FALSE			
2754	1719	1	1709	1719	FALSE	1709	FALSE	Modena (24 Dec.)	Modena	26	24	1716	24	12	1716	12	10.9200867	44.6488366	FALSE			
2754	1719	1	1709	1719	FALSE	1709	FALSE	Bologna (26 Dec. 1716)	Bologna	27	26	1716	26	12	1716	12	11.3426163	44.494887	FALSE			
2754	1719	1	1709	1719	FALSE	1709	FALSE	Rome (8 Jan. 1717- autumn 1719)	Rome	28	0	1719	8	1	1717	1	12.4801802	41.8723889	FALSE			
2754	1719	1	1709	1719	FALSE	1709	FALSE	Florence	Florence	29	0	0	0	0	0	0	11.2480006	43.7710332	FALSE	1719-10-0	1719-1-0	
2754	1719	1	1709	1719	FALSE	1709	FALSE	Genoa (early Oct.)	Genoa	30	0	1719	0	10	1719	10	8.946256	44.4056499	FALSE			
2755	1760	1	1758	1760	FALSE	1758	FALSE	Venice (by 15 Aug. 1758)	Venice	2	15	1758	15	8	1758	8	12.3155151	45.4408474	FALSE			
2755	1760	1	1758	1760	FALSE	1758	FALSE	Florence (by 29 Sep. 1758-Jan. 1759)	Florence	3	0	1759	29	1	1758	9	11.2480006	43.7710332	FALSE			
2755	1760	1	1758	1760	FALSE	1758	FALSE	Naples (by 20 May)	Naples	4	20	1759	20	5	1759	5	14.2681244	40.8517746	FALSE			
2755	1760	1	1758	1760	FALSE	1758	FALSE	Rome (-Jun. 1760)	Rome	5	0	1760	0	6	1760	6	12.4801802	41.8723889	FALSE			
2755	1760	1	1758	1760	FALSE	1758	FALSE	Florence (Jun.)	Florence	6	0	1760	0	6	1760	6	11.2480006	43.7710332	FALSE			
2756	1792	1	1792	1792	FALSE	1792	FALSE	Rovigo (2 Nov.)	Rovigo	1	2	1792	2	11	1792	11	11.7902158	45.0698118	FALSE			
2756	1792	1	1792	1792	FALSE	1792	FALSE	Venice (3 Nov.)	Venice	2	3	1792	3	11	1792	11	12.3155151	45.4408474	FALSE			
2756	1792	1	1792	1792	FALSE	1792	FALSE	Bassano (8 Nov.) travelling with Lt	Bassano	3	8	1792	8	11	1792	11	11.7272747	45.7657286	FALSE			
2757	1717	1	1716	1717	FALSE	1716	FALSE	Rome (1716-30 May 1717)	Rome	1	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1717-7-0	1716-0-0	
2757	1717	1	1716	1717	FALSE	1716	FALSE	Venice (by Jul. 1717)	Venice	2	0	1717	0	7	1717	7	12.3155151	45.4408474	FALSE			
2758	1786	1	1785	1786	FALSE	1785	FALSE	Naples (by Nov. 1785-Mar. 1786)	Naples	1	0	1786	0	3	1785	11	14.2681244	40.8517746	FALSE			
2758	1786	1	1785	1786	FALSE	1785	FALSE	Rome (Mar.)	Rome	2	0	1786	0	3	1786	3	12.4801802	41.8723889	FALSE			
2758	1786	1	1785	1786	FALSE	1785	FALSE	Florence (Mar.)	Florence	3	0	1786	0	3	1786	3	11.2480006	43.7710332	FALSE			
2758	1786	1	1785	1786	FALSE	1785	FALSE	Leghorn (Jun.)	Leghorn	4	0	1786	0	6	1786	6	10.416111	43.520833	FALSE			
2759	1794	1	1792	1794	FALSE	1792	FALSE	Florence (Oct. 1792-Oct. 1793)	Florence	1	0	1793	0	10	1792	10	11.2480006	43.7710332	FALSE			
2759	1794	1	1792	1794	FALSE	1792	FALSE	Rome (10 Oct. 1793-14 May 1794)	Rome	2	14	1794	10	5	1793	10	12.4801802	41.8723889	FALSE			
2760	1712	1	1712	1712	FALSE	1712	FALSE	Leghorn (15 Feb.)	Leghorn	1	15	1712	15	2	1712	2	10.416111	43.520833	FALSE			
2760	1712	1	1712	1712	FALSE	1712	FALSE	Rome (by 9 Mar.)	Rome	2	9	1712	9	3	1712	3	12.4801802	41.8723889	FALSE			
2761	1774	1	1774	1774	FALSE	1774	FALSE	"Florence (Oct.: 'two Mr Kers Scotch here', recommended by Gen. Lockhart to Horace Mann; Home letter bk.MSS)"	Florence	1	0	1774	0	10	1774	10	11.2480006	43.7710332	FALSE			
2762	1706	1	1704	1706	FALSE	1704	FALSE	Rome (by 8 Nov. 1704-25 Jan. 1705)	Rome	1	25	1705	8	1	1704	11	12.4801802	41.8723889	FALSE			
2762	1706	1	1704	1706	FALSE	1704	FALSE	Naples	Naples	2	0	0	0	0	0	0	14.2681244	40.8517746	FALSE	1705-6-6	1705-1-25	
2762	1706	1	1704	1706	FALSE	1704	FALSE	Padua (6 Jun.)	Padua	3	6	1705	6	6	1705	6	11.8767611	45.4064349	FALSE			
2764	1774	1	1772	1774	FALSE	1772	FALSE	Turin (1772-)	Turin	1	0	1772	0	0	1772	0	7.6868565	45.070312	FALSE			
2764	1774	1	1772	1774	FALSE	1772	FALSE	Florence (by 31 Jan. 1774)	Florence	2	31	1774	31	1	1774	1	11.2480006	43.7710332	FALSE			
2764	1774	1	1772	1774	FALSE	1772	FALSE	Turin	Turin	3	0	0	0	0	0	0	7.6868565	45.070312	FALSE	1774-4-0	1774-1-31	
2764	1774	1	1772	1774	FALSE	1772	FALSE	Milan	Milan	4	0	0	0	0	0	0	9.1859243	45.4654219	FALSE	1774-4-0	1774-1-31	
2764	1774	1	1772	1774	FALSE	1772	FALSE	Rome (Apr.-Oct. 1774)	Rome	5	0	1774	0	10	1774	4	12.4801802	41.8723889	FALSE			
2765	1707	1	1707	1707	FALSE	1707	FALSE	Padua (15 Nov.; Brown 1318)	Padua	1	15	1707	15	11	1707	11	11.8767611	45.4064349	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Naples (11 Nov. 1766-14 Mar. 1767)	Naples	2	14	1767	11	3	1766	11	14.2681244	40.8517746	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Rome (Apr.-7 Jun.)	Rome	3	7	1767	0	6	1767	4	12.4801802	41.8723889	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Terni	Terni	4	0	0	0	0	0	0	12.6426604	42.5636168	FALSE	1767-6-14	1767-6-7	
2766	1768	1	1766	1768	FALSE	1766	FALSE	Florence (14 Jun.-Sep.)	Florence	5	0	1767	14	9	1767	6	11.2480006	43.7710332	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Lucca	Lucca	6	0	0	0	0	0	0	10.4950609	43.8376211	FALSE	1767-9-0	1767-9-0	
2766	1768	1	1766	1768	FALSE	1766	FALSE	Leghorn (Sep.)	Leghorn	7	0	1767	0	9	1767	9	10.416111	43.520833	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Florence (by 3-17 Oct.)	Florence	8	17	1767	3	10	1767	10	11.2480006	43.7710332	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Turin (27 Oct.-15 Dec.)	Turin	9	15	1767	27	12	1767	10	7.6868565	45.070312	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Turin (24 Jan.- Mar.)	Turin	10	0	1767	24	3	1767	1	7.6868565	45.070312	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Genoa (by 30 Mar.-5 Apr.)	Genoa	11	5	1767	30	4	1767	3	8.946256	44.4056499	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Turin (Apr.- 7 Sep.)	Turin	12	7	1767	0	9	1767	4	7.6868565	45.070312	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Milan (17-24 Sep.)	Milan	13	24	1767	17	9	1767	9	9.1859243	45.4654219	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Turin (25-30 Sep.)	Turin	14	30	1767	25	9	1767	9	7.6868565	45.070312	FALSE			
2766	1768	1	1766	1768	FALSE	1766	FALSE	Verona	Verona	15	0	0	0	0	0	0	10.9916215	45.4383842	FALSE	1767-10-12	1767-9-30	
2766	1768	1	1766	1768	FALSE	1766	FALSE	Vicenza	Vicenza	16	0	0	0	0	0	0	11.5354214	45.5454787	FALSE	1767-10-12	1767-9-30	
2766	1768	1	1766	1768	FALSE	1766	FALSE	Venice (by 12-28 Oct.)	Venice	17	28	1767	12	10	1767	10	12.3155151	45.4408474	FALSE			
2767	1776	1	1776	1776	FALSE	1776	FALSE	Rome (by 18 Jan.)	Rome	1	18	1776	18	1	1776	1	12.4801802	41.8723889	FALSE			
2767	1776	1	1776	1776	FALSE	1776	FALSE	Florence (Apr.)	Florence	2	0	1776	0	4	1776	4	11.2480006	43.7710332	FALSE			
2768	1708	1	1708	1708	FALSE	1708	FALSE	Milan (23 Jan.-)	Milan	1	23	1708	23	1	1708	1	9.1859243	45.4654219	FALSE			
2768	1712	2	1712	1712	FALSE	1712	FALSE	Leghorn (12 Feb.-)	Leghorn	1	12	1712	12	2	1712	2	10.416111	43.520833	FALSE			
2769	1737	1	1737	1737	FALSE	1737	FALSE	"Rome (Jacobite Lodge; Hughan, 37)"	Rome	1	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1737-0-0	1737-0-0	
2770	1753	1	1750	1753	FALSE	1750	FALSE	Siena (May 1750)	Siena	1	0	1750	0	5	1750	5	11.3307574	43.318809	FALSE			
2770	1753	1	1750	1753	FALSE	1750	FALSE	Florence (Aug.-Oct. 1751)	Florence	2	0	1751	0	10	1751	8	11.2480006	43.7710332	FALSE			
2770	1753	1	1750	1753	FALSE	1750	FALSE	Rome (Oct. 1751; Jun. 1752)	Rome	3	0	1751	0	10	1751	10	12.4801802	41.8723889	FALSE			
2770	1753	1	1750	1753	FALSE	1750	FALSE	Florence (Jun. 1753)	Florence	4	0	1753	0	6	1753	6	11.2480006	43.7710332	FALSE			
2770	1755	2	1755	1755	FALSE	1755	FALSE	Rome (Mar.-Jul. 1755)	Rome	1	0	1755	0	7	1755	3	12.4801802	41.8723889	FALSE			
2770	1755	2	1755	1755	FALSE	1755	FALSE	Turin	Turin	2	0	0	0	0	0	0	7.6868565	45.070312	FALSE	1759-3-0	1755-7-0	
2770	1759	3	1759	1759	FALSE	1759	FALSE	Florence (Mar.)	Florence	1	0	1759	0	3	1759	3	11.2480006	43.7710332	FALSE			
2771	1733	1	1717	1733	FALSE	1717	FALSE	Parma (10 Mar. 1717)	Parma	1	10	1717	10	3	1717	3	10.3279036	44.801485	FALSE			
2771	1733	1	1717	1733	FALSE	1717	FALSE	Bologna	Bologna	2	0	0	0	0	0	0	11.3426163	44.494887	FALSE	1717-3-0	1717-3-10	
2771	1733	1	1717	1733	FALSE	1717	FALSE	Florence	Florence	3	0	0	0	0	0	0	11.2480006	43.7710332	FALSE	1717-3-0	1717-3-10	
2771	1733	1	1717	1733	FALSE	1717	FALSE	Venice (Mar.)	Venice	4	0	1717	0	3	1717	3	12.3155151	45.4408474	FALSE			
2771	1733	1	1717	1733	FALSE	1717	FALSE	Rome (Jul. 1717)	Rome	5	0	1717	0	7	1717	7	12.4801802	41.8723889	FALSE			
2771	1733	1	1717	1733	FALSE	1717	FALSE	Urbino (Mar. 1718)	Urbino	6	0	1718	0	3	1718	3	12.6365633	43.7262567	FALSE			
2771	1733	1	1717	1733	FALSE	1717	FALSE	Rome (Apr. 1718-Apr. 1728)	Rome	7	0	1728	0	4	1718	4	12.4801802	41.8723889	FALSE			
2771	1733	1	1717	1733	FALSE	1717	FALSE	Bologna	Bologna	8	0	0	0	0	0	0	11.3426163	44.494887	FALSE	1729-7-0	1728-4-0	
2771	1733	1	1717	1733	FALSE	1717	FALSE	Rome (Jul. 1729-d. 12 Jan. 1733)	Rome	9	0	1733	0	1	1729	7	12.4801802	41.8723889	FALSE			
2773	1728	1	1728	1728	FALSE	1728	FALSE	Rome (by 8 Jan. 1728)	Rome	1	8	1728	8	1	1728	1	12.4801802	41.8723889	FALSE			
2773	1728	1	1728	1728	FALSE	1728	FALSE	Naples (-Mar.)	Naples	2	0	1728	0	3	1728	3	14.2681244	40.8517746	FALSE			
2773	1728	1	1728	1728	FALSE	1728	FALSE	Sicily (by 10 Apr.)	Sicily	3	10	1728	10	4	1728	4	14.0153557	37.5999938	FALSE			
2773	1728	1	1728	1728	FALSE	1728	FALSE	Naples (by Jul.)	Naples	4	0	1728	0	7	1728	7	14.2681244	40.8517746	FALSE			
2773	1728	1	1728	1728	FALSE	1728	FALSE	Florence	Florence	5	0	0	0	0	0	0	11.2480006	43.7710332	FALSE	1728-0-0	1728-7-0	
2774	1823	1	1785	1823	FALSE	1785	FALSE	Leghorn (by 17 Aug. 1785)	Leghorn	1	17	1785	17	8	1785	8	10.416111	43.520833	FALSE			
2774	1823	1	1785	1823	FALSE	1785	FALSE	Florence	Florence	2	0	0	0	0	0	0	11.2480006	43.7710332	FALSE	1787-1-2	1785-8-17	
2774	1823	1	1785	1823	FALSE	1785	FALSE	Naples (-2 Jan. 1787)	Naples	3	2	1787	2	1	1787	1	14.2681244	40.8517746	FALSE			
2775	1770	1	1769	1770	FALSE	1769	FALSE	Florence (by 21 Oct. 1769)	Florence	1	21	1769	21	10	1769	10	11.2480006	43.7710332	FALSE			
2775	1770	1	1769	1770	FALSE	1769	FALSE	Venice (15 May 1770)	Venice	2	15	1770	15	5	1770	5	12.3155151	45.4408474	FALSE			
2776	1796	1	1796	1796	FALSE	1796	FALSE	Venice (5-14 Feb.)	Venice	1	14	1796	5	2	1796	2	12.3155151	45.4408474	FALSE			
2776	1796	1	1796	1796	FALSE	1796	FALSE	Verona (20 Feb.)	Verona	2	20	1796	20	2	1796	2	10.9916215	45.4383842	FALSE			
2776	1796	1	1796	1796	FALSE	1796	FALSE	Brescia (24 Feb.)	Brescia	3	24	1796	24	2	1796	2	10.2118019	45.5415526	FALSE			
2776	1796	1	1796	1796	FALSE	1796	FALSE	Milan (Mar.)	Milan	4	0	1796	0	3	1796	3	9.1859243	45.4654219	FALSE			
2777	1768	1	1768	1768	FALSE	1768	FALSE	Naples (May)	Naples	1	0	1768	0	5	1768	5	14.2681244	40.8517746	FALSE			
2777	1768	1	1768	1768	FALSE	1768	FALSE	Venice (Oct.)	Venice	2	0	1768	0	10	1768	10	12.3155151	45.4408474	FALSE			
2777	1768	1	1768	1768	FALSE	1768	FALSE	Rome (Nov.)	Rome	3	0	1768	0	11	1768	11	12.4801802	41.8723889	FALSE			
2778	1786	1	1785	1786	FALSE	1785	FALSE	Rome (winter; Quin jnl.MSS)	Rome	1	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1786-0-0	1785-0-0	
2779	1800	1	1800	1800	FALSE	1800	FALSE	"(Apr.: elected Worts travelling scholar , in 1797, he was in Leipzig in April 1798, Gottingen in February 1799,he wrote from 'Viae Romanae' in April 1800; CUL, W'n MSS.Oo vi, 95-7)"	Italy	1	0	1800	0	4	1800	4	12.56738	41.87194	TRUE			
2780	1773	1	1772	1773	FALSE	1772	FALSE	Florence (by 31 Oct. 1772)	Florence	1	31	1772	31	10	1772	10	11.2480006	43.7710332	FALSE			
2780	1773	1	1772	1773	FALSE	1772	FALSE	Capua (21 Nov.)	Capua	2	21	1772	21	11	1772	11	14.2130486	41.1061258	FALSE			
2780	1773	1	1772	1773	FALSE	1772	FALSE	Naples (Nov. 1772-Feb. 1773)	Naples	3	0	1773	0	2	1772	11	14.2681244	40.8517746	FALSE			
2780	1773	1	1772	1773	FALSE	1772	FALSE	Rome	Rome	4	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1773-5-21	1773-2-0	
2780	1773	1	1772	1773	FALSE	1772	FALSE	Venice (21 May)	Venice	5	21	1773	21	5	1773	5	12.3155151	45.4408474	FALSE			
2781	1732	1	1730	1732	FALSE	1730	FALSE	Venice (Dec. 1730)	Venice	1	0	1730	0	12	1730	12	12.3155151	45.4408474	FALSE			
2781	1732	1	1730	1732	FALSE	1730	FALSE	Turin (22 Oct. 1731)	Turin	2	22	1731	22	10	1731	10	7.6868565	45.070312	FALSE			
2781	1732	1	1730	1732	FALSE	1730	FALSE	Milan (one week)	Milan	3	0	0	0	0	0	0	9.1859243	45.4654219	FALSE	1731-12-1	1731-10-22	
2781	1732	1	1730	1732	FALSE	1730	FALSE	Genoa	Genoa	4	0	0	0	0	0	0	8.946256	44.4056499	FALSE	1731-12-1	1731-10-22	
2781	1732	1	1730	1732	FALSE	1730	FALSE	Florence (1-15 Dec. 1731)	Florence	5	15	1731	1	12	1731	12	11.2480006	43.7710332	FALSE			
2781	1732	1	1730	1732	FALSE	1730	FALSE	Rome	Rome	6	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1732-2-0	1731-12-15	
2781	1732	1	1730	1732	FALSE	1730	FALSE	Venice (Feb. 1732)	Venice	7	0	1732	0	2	1732	2	12.3155151	45.4408474	FALSE			
2781	1732	1	1730	1732	FALSE	1730	FALSE	Padua (3 Mar.)	Padua	8	3	1732	3	3	1732	3	11.8767611	45.4064349	FALSE			
2782	1775	1	1774	1775	FALSE	1774	FALSE	Rome (Jan.-May 1774)	Rome	1	0	1774	0	5	1774	1	12.4801802	41.8723889	FALSE			
2782	1775	1	1774	1775	FALSE	1774	FALSE	Florence (May)	Florence	2	0	1774	0	5	1774	5	11.2480006	43.7710332	FALSE			
2782	1775	1	1774	1775	FALSE	1774	FALSE	Genoa (May)	Genoa	3	0	1774	0	5	1774	5	8.946256	44.4056499	FALSE			
2782	1775	1	1774	1775	FALSE	1774	FALSE	Rome (by 12 Nov. 1774-Mar. 1775)	Rome	4	0	1775	12	3	1774	11	12.4801802	41.8723889	FALSE			
2782	1775	1	1774	1775	FALSE	1774	FALSE	Florence (6 Mar.)	Florence	5	6	1775	6	3	1775	3	11.2480006	43.7710332	FALSE			
2782	1778	2	1778	1778	FALSE	1778	FALSE	Leghorn (Jul.)	Leghorn	1	0	1778	0	7	1778	7	10.416111	43.520833	FALSE			
2782	1778	2	1778	1778	FALSE	1778	FALSE	Rome (Jul.-Sep.)	Rome	2	0	1778	0	9	1778	7	12.4801802	41.8723889	FALSE			
2783	1718	1	1717	1718	FALSE	1717	FALSE	Rome	Rome	1	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1718-6-13	1717-0-0	
2783	1718	1	1717	1718	FALSE	1717	FALSE	Padua (13 Jun. 1718)	Padua	2	13	1718	13	6	1718	6	11.8767611	45.4064349	FALSE			
2783	1718	1	1717	1718	FALSE	1717	FALSE	Rome (by Nov.)	Rome	3	0	1718	0	11	1718	11	12.4801802	41.8723889	FALSE			
2784	1702	1	1702	1702	FALSE	1702	FALSE	Padua (23 Aug.; Brown 1197)	Padua	1	23	1702	23	8	1702	8	11.8767611	45.4064349	FALSE			
2785	1789	1	1789	1789	FALSE	1789	FALSE	Bologna (15 Nov.)	Bologna	1	15	1789	15	11	1789	11	11.3426163	44.494887	FALSE			
2785	1789	1	1789	1789	FALSE	1789	FALSE	Florence (16 Nov.-)	Florence	2	16	1789	16	11	1789	11	11.2480006	43.7710332	FALSE			
2786	1795	1	1795	1795	FALSE	1795	FALSE	"Venice (7-12 Jul.: travelling from Corsica to Vienna with John 'Phandy'/'Phendy',; ASV is 775)"	Venice	1	12	1795	7	7	1795	7	12.3155151	45.4408474	FALSE			
2787	1702	1	1702	1702	FALSE	1702	FALSE	Rome (by 4 Jan.-Apr.-)	Rome	1	0	1702	4	4	1702	1	12.4801802	41.8723889	FALSE			
2787	1705	2	1705	1705	FALSE	1705	FALSE	Padua (18 Dec.)	Padua	1	18	1705	18	12	1705	12	11.8767611	45.4064349	FALSE			
2788	1713	1	1710	1713	FALSE	1710	FALSE	Venice (Sep.-Oct. 1710)	Venice	1	0	1710	0	10	1710	9	12.3155151	45.4408474	FALSE			
2788	1713	1	1710	1713	FALSE	1710	FALSE	Padua (3 Oct.)	Padua	2	3	1710	3	10	1710	10	11.8767611	45.4064349	FALSE			
2788	1713	1	1710	1713	FALSE	1710	FALSE	Milan	Milan	3	0	0	0	0	0	0	9.1859243	45.4654219	FALSE	1710-12-8	1710-10-3	
2788	1713	1	1710	1713	FALSE	1710	FALSE	Lucca (by 8 Dec. 1710-Dec. 1711)	Lucca	4	0	1711	8	12	1710	12	10.4950609	43.8376211	FALSE			
2788	1713	1	1710	1713	FALSE	1710	FALSE	Naples (Jan. 1713)	Naples	1	0	1713	0	1	1713	1	14.2681244	40.8517746	FALSE			
2788	1713	1	1710	1713	FALSE	1710	FALSE	Rome (Jan.)	Rome	2	0	1713	0	1	1713	1	12.4801802	41.8723889	FALSE			
2789	1730	1	1730	1730	FALSE	1730	FALSE	"Leghorn (18 Mar.: had arrived en route for Constantinople; SP 98/31, Colman)"	Leghorn	1	18	1730	18	3	1730	3	10.416111	43.520833	FALSE			
2790	1728	1	1728	1728	FALSE	1728	FALSE	"Rome (18 Nov.; SP 85/16, f.471)"	Rome	1	18	1728	18	11	1728	11	12.4801802	41.8723889	FALSE			
2791	1725	1	1725	1725	FALSE	1725	FALSE	Padua (15 Jun.; Brown 1785)	Padua	1	15	1725	15	6	1725	6	11.8767611	45.4064349	FALSE			
2792	1770	1	1768	1770	FALSE	1768	FALSE	Rome	Rome	1	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1770-0-0	1768-0-0	
2794	1726	1	1725	1726	FALSE	1725	FALSE	Padua (23 Nov. 1725)	Padua	1	23	1725	23	11	1725	11	11.8767611	45.4064349	FALSE			
2794	1726	1	1725	1726	FALSE	1725	FALSE	Rome (15 May 1726)	Rome	2	15	1726	15	5	1726	5	12.4801802	41.8723889	FALSE			
2795	1721	1	1721	1721	FALSE	1721	FALSE	Rome (6 Mar.: left for Leghorn; Rawlinson jnl.MSS)	Rome	1	6	1721	6	3	1721	3	12.4801802	41.8723889	FALSE			
2796	1740	1	1738	1740	FALSE	1738	FALSE	Rome	Rome	1	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1740-0-0	1738-0-0	
2797	1732	1	1725	1732	FALSE	1725	FALSE	Rome (by spring 1725-summer 1732)	Rome	1	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1732-6-3	1725-0-0	
2797	1732	1	1725	1732	FALSE	1725	FALSE	Padua (3 Jun. 1732)	Padua	2	3	1732	3	6	1732	6	11.8767611	45.4064349	FALSE			
2798	1740	1	1740	1739	TRUE	1739	TRUE	"Turin (betw. Oct. 1739/Sep. 1740; Spence Letters, 421)"	Turin	1	0	0	0	0	0	0	7.6868565	45.070312	FALSE	1739-0-0	1739-0-0	
2799	1759	1	1758	1759	FALSE	1758	FALSE	Venice	Venice	1	0	0	0	0	0	0	12.3155151	45.4408474	FALSE	1758-7-0	1758-0-0	
2799	1759	1	1758	1759	FALSE	1758	FALSE	Padua (Jul. 1758)	Padua	2	0	1758	0	7	1758	7	11.8767611	45.4064349	FALSE			
2799	1759	1	1758	1759	FALSE	1758	FALSE	Florence (20 Aug.)	Florence	3	20	1758	20	8	1758	8	11.2480006	43.7710332	FALSE			
2799	1759	1	1758	1759	FALSE	1758	FALSE	Rome (by 18 Nov.-Dec. 1758)	Rome	4	0	1758	18	12	1758	11	12.4801802	41.8723889	FALSE			
2799	1759	1	1758	1759	FALSE	1758	FALSE	Venice (Apr.-May 1759)	Venice	6	0	1759	0	5	1759	4	12.3155151	45.4408474	FALSE			
2801	1758	1	1758	1758	FALSE	1758	FALSE	"Rome (Dec.: with Mr Milles, he was studying architecture under Robert Mylne; Mylne letters MSS, 16 Dec. 1758,,note by J. Lane)"	Rome	1	0	1758	0	12	1758	12	12.4801802	41.8723889	FALSE			
2803	1799	1	1778	1799	FALSE	1778	FALSE	Rome (9 Mar. 1777-2 May 1785)	Rome	1	2	1785	9	5	1777	3	12.4801802	41.8723889	FALSE			
2803	1799	1	1778	1799	FALSE	1778	FALSE	Naples (5 May 1785-May 1786)	Naples	2	0	1786	5	5	1785	5	14.2681244	40.8517746	FALSE			
2803	1799	1	1778	1799	FALSE	1778	FALSE	Genoa (Mar. 1790-6 Apr. 1791)	Genoa	3	6	1791	0	4	1790	3	8.946256	44.4056499	FALSE			
2803	1799	1	1778	1799	FALSE	1778	FALSE	Parma (five days)	Parma	4	0	0	0	0	0	0	10.3279036	44.801485	FALSE	1791-4-30	1791-4-6	
2803	1799	1	1778	1799	FALSE	1778	FALSE	Modena	Modena	5	0	0	0	0	0	0	10.9200867	44.6488366	FALSE	1791-4-30	1791-4-6	
2803	1799	1	1778	1799	FALSE	1778	FALSE	Bologna	Bologna	6	0	0	0	0	0	0	11.3426163	44.494887	FALSE	1791-4-30	1791-4-6	
2803	1799	1	1778	1799	FALSE	1778	FALSE	Florence (six days)	Florence	7	0	0	0	0	0	0	11.2480006	43.7710332	FALSE	1791-4-30	1791-4-6	
2803	1799	1	1778	1799	FALSE	1778	FALSE	Rome (30 Apr. 1791-Feb. 1798)	Rome	8	0	1798	30	2	1791	4	12.4801802	41.8723889	FALSE			
2803	1799	1	1778	1799	FALSE	1778	FALSE	Naples (Feb.-Dec. 1798)	Naples	9	0	1798	0	12	1798	2	14.2681244	40.8517746	FALSE			
2803	1799	1	1778	1799	FALSE	1778	FALSE	Palermo (1 Jan.-d. 20 Jul. 1799)	Palermo	10	0	1799	1	7	1799	1	13.3612671	38.1156879	FALSE			
2804	1773	1	1772	1773	FALSE	1772	FALSE	Florence	Florence	1	0	0	0	0	0	0	11.2480006	43.7710332	FALSE	1773-3-15	1772-0-0	
2804	1773	1	1772	1773	FALSE	1772	FALSE	Rome	Rome	2	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1773-3-15	1772-0-0	
2804	1773	1	1772	1773	FALSE	1772	FALSE	Capua (15 Mar. 1773)	Capua	3	15	1773	15	3	1773	3	14.2130486	41.1061258	FALSE			
2804	1773	1	1772	1773	FALSE	1772	FALSE	Naples	Naples	4	0	0	0	0	0	0	14.2681244	40.8517746	FALSE	1776-11-0	1773-3-15	
2804	1777	2	1776	1777	FALSE	1776	FALSE	Rome (-by Nov. 1776)	Rome	2	0	1776	0	11	1776	11	12.4801802	41.8723889	FALSE			
2804	1777	2	1776	1777	FALSE	1776	FALSE	Naples (-12 Apr. 1777)	Naples	3	12	1777	12	4	1777	4	14.2681244	40.8517746	FALSE			
2804	1777	2	1776	1777	FALSE	1776	FALSE	Paestum	Paestum	4	0	0	0	0	0	0	15.0071628	40.4231513	FALSE	1777-4-25	1777-4-12	
2804	1777	2	1776	1777	FALSE	1776	FALSE	Sicily (25 Apr.-6 Jun. 1777)	Sicily	5	6	1777	25	6	1777	4	14.0153557	37.5999938	FALSE			
2804	1777	2	1776	1777	FALSE	1776	FALSE	Rome (Jul.)	Rome	6	0	1777	0	7	1777	7	12.4801802	41.8723889	FALSE			
2805	1722	1	1722	1722	FALSE	1722	FALSE	Venice (-4 Apr.-)	Venice	1	4	1722	4	4	1722	4	12.3155151	45.4408474	FALSE			
2805	1722	1	1722	1722	FALSE	1722	FALSE	Padua (30 Apr.)	Padua	2	30	1722	30	4	1722	4	11.8767611	45.4064349	FALSE			
2805	1722	1	1722	1722	FALSE	1722	FALSE	Venice	Venice	3	0	0	0	0	0	0	12.3155151	45.4408474	FALSE	1722-10-0	1722-4-30	
2805	1722	1	1722	1722	FALSE	1722	FALSE	Genoa (Oct.)	Genoa	4	0	1722	0	10	1722	10	8.946256	44.4056499	FALSE			
2805	1722	1	1722	1722	FALSE	1722	FALSE	Rome	Rome	5	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1722-0-0	1722-10-0	
