index	order	parents	heir	pupil	surviving	posthumous	illegitimate
1359		Sir Peter Delmé of Rowdeford House, Wilts	FALSE	FALSE	FALSE	FALSE	FALSE
1361	yr.	Rev. Jacob Denis, Huguenot minister	FALSE	FALSE	FALSE	FALSE	FALSE
1365		Sir Richard Dereham	FALSE	FALSE	FALSE	FALSE	FALSE
1366		Sir Edward Dering of Surrenden Dering, Kent	FALSE	FALSE	FALSE	FALSE	FALSE
1370	2nd	1st B. Desart [I] of Desart, Kilkenny	FALSE	FALSE	TRUE	FALSE	FALSE
1371	e.	5th E. of Findlater [S] and 2nd E. of Seafield [S], of Cullen House, Banff	FALSE	FALSE	FALSE	FALSE	FALSE
1373		Edward Devenish of Dublin	FALSE	FALSE	FALSE	FALSE	FALSE
1374	3rd	Phillippe de Visme, a Huguenot	FALSE	FALSE	FALSE	FALSE	FALSE
1375	1st	1st E. Spencer	FALSE	FALSE	FALSE	FALSE	FALSE
1377	e.	4th D. of Devonshire	FALSE	FALSE	FALSE	FALSE	FALSE
1378	e.	John Dewes of Wellesbourne, War (d. 1780)	FALSE	FALSE	FALSE	FALSE	FALSE
1384	1st	Andrew Dick of Newcastle	FALSE	FALSE	TRUE	FALSE	FALSE
1386	o.	Ambrose Dickins	FALSE	FALSE	FALSE	FALSE	FALSE
1389	1st	the Hon. Edward Digby	FALSE	FALSE	FALSE	FALSE	FALSE
1390	1st	1st E. of Digby	FALSE	FALSE	TRUE	FALSE	FALSE
1391	1st	5th B. Digby [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1392		Hon. Wriothesley Digby (4th s. of 5th B. Digby [I])	FALSE	FALSE	FALSE	FALSE	FALSE
1396	1st	Leonard Digges of Chilham Castle, Kent	FALSE	FALSE	FALSE	FALSE	FALSE
1400	2nd	11th Vct. Dillon [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1401	1st	11th Vct. Dillon [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1402		Robert Dillon of Dublin who settled at Bordeaux	FALSE	FALSE	FALSE	FALSE	FALSE
1403		Arthur Dillon	FALSE	FALSE	FALSE	FALSE	FALSE
1405		Robert Dingley, goldsmith of London	FALSE	FALSE	FALSE	FALSE	FALSE
1408	e.	John Disney, of Swinderby, Lincs, and Danbury, Essex	FALSE	FALSE	FALSE	FALSE	FALSE
1416		Dr Dobson, Warden of Winchester	FALSE	FALSE	FALSE	FALSE	FALSE
1418	1st	Paul Docminique of Spitalfields, London and Chipstead, Surrey	FALSE	FALSE	TRUE	FALSE	FALSE
1421	1st	Col. Jeremiah Bubb	FALSE	FALSE	TRUE	FALSE	FALSE
1425		the 4th E. of Chesterfield]	FALSE	FALSE	FALSE	FALSE	TRUE
1440	o.	Ld. John Philip Sackville	FALSE	FALSE	FALSE	FALSE	FALSE
1441	o.	6th E. of Dorset	FALSE	FALSE	FALSE	FALSE	FALSE
1445	e.	1st B. Douglas of Douglas	FALSE	FALSE	FALSE	FALSE	FALSE
1446	4th	1st D. of Queensberry	FALSE	FALSE	FALSE	FALSE	FALSE
1447	1st	13th E. of Morton [S]	FALSE	FALSE	TRUE	FALSE	FALSE
1449	1st	John Douglas of Fechil, co.Aberdeen	FALSE	FALSE	TRUE	FALSE	FALSE
1454	e.	8th E. of Moray [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1457		William Dowdeswell	FALSE	FALSE	FALSE	FALSE	FALSE
1460	e.	4th Vct. Downe [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1463	o.	Sir George Downing, 2nd Bt. of East Hatley, Cambs	FALSE	FALSE	FALSE	FALSE	FALSE
1464	1st	Col. Adam Downing	FALSE	FALSE	TRUE	FALSE	FALSE
1468	e.	Francis Drake of York (author of Eboracum)	FALSE	FALSE	FALSE	FALSE	FALSE
1471	o.	Montague Drake MP	FALSE	FALSE	FALSE	FALSE	FALSE
1473	1st	Montague Garrard Drake	FALSE	FALSE	TRUE	FALSE	FALSE
1474	2nd	Francis Drake of York	FALSE	FALSE	TRUE	FALSE	FALSE
1475	1st	William Drake of Shardeloes	FALSE	FALSE	FALSE	FALSE	FALSE
1481		Thomas Drinkell	FALSE	FALSE	FALSE	FALSE	FALSE
1482		John Drinkwater	FALSE	FALSE	FALSE	FALSE	FALSE
1483		George Drummond of Newton	FALSE	FALSE	FALSE	FALSE	FALSE
1484		William Drummond, bookseller	FALSE	FALSE	FALSE	FALSE	FALSE
1486	3rd	1st titular D. of Perth [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1488	2nd	2nd titular D. of Perth [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1490	5th	1st D. of Melfort [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1491	e.	John Drummond, 4th Laird of Logie Almond (d. 1781)	FALSE	FALSE	FALSE	FALSE	FALSE
1494	2nd	the poet John Dryden	FALSE	FALSE	FALSE	FALSE	FALSE
1495	o.	Peter Du Cane	FALSE	FALSE	FALSE	FALSE	FALSE
1498		Henry Ducket of Spixworth, Norf.	FALSE	FALSE	FALSE	FALSE	FALSE
1506		Daniel Duncan of Westminster	FALSE	FALSE	FALSE	FALSE	FALSE
1508	yr.	Alexander Duncan of Lundie, Angus	FALSE	FALSE	FALSE	FALSE	FALSE
1509	o.	2nd E. of Bessborough [I]	FALSE	FALSE	TRUE	FALSE	FALSE
1510	2nd	1st E. Spencer	FALSE	FALSE	FALSE	FALSE	FALSE
1513	e.	Thomas Duncombe of Duncombe Park, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
1515	e.	Sir Thomas Dundas (cr. B. Dundas 1794)	FALSE	FALSE	FALSE	FALSE	FALSE
1516	o.	Sir Lawrence Dundas of Kerse, Stirling	FALSE	FALSE	FALSE	FALSE	FALSE
1519	1st	Robert Dundas	FALSE	FALSE	TRUE	FALSE	FALSE
1520	1st	George Dundas	FALSE	FALSE	TRUE	FALSE	FALSE
1521	6th	6th E. of Galloway [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1522	1st	John Dunning of Ashburton, Devon.	FALSE	FALSE	TRUE	FALSE	FALSE
1527		William Duppa	FALSE	FALSE	FALSE	FALSE	FALSE
1539	2nd	Robert Dyer, solicitor of Aberglasney, Carm.	FALSE	FALSE	FALSE	FALSE	FALSE
1544		Dr Ralph Bourchier, niece and h. of John Bourchier	FALSE	FALSE	FALSE	FALSE	FALSE
1545	2nd	John Earle of Liverpool	FALSE	FALSE	TRUE	FALSE	FALSE
1549		William East MP	FALSE	FALSE	FALSE	FALSE	FALSE
1552		Thomas Ebdon of Durham	FALSE	FALSE	FALSE	FALSE	FALSE
1555	yr.	George Eckersall of St Giles, London	FALSE	FALSE	FALSE	FALSE	FALSE
1556	e.	Sir Robert Eden, gov. of Maryland	FALSE	FALSE	FALSE	FALSE	FALSE
1557	5th	Sir Robert Eden, 3rd Bt. of West Auckland, Durham	FALSE	FALSE	TRUE	FALSE	FALSE
1560	2nd	1st B. Edgcumbe	FALSE	FALSE	TRUE	FALSE	FALSE
1561	o.	3rd B. Edgcumbe (cr. E. of Mount Edgcumbe 1789)	FALSE	FALSE	FALSE	FALSE	FALSE
1563		a cabinet-maker	FALSE	FALSE	FALSE	FALSE	FALSE
1567	e.	William Edwards of Halifax, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
1571		Samuel Edwin of Llanmihangel Plas, Glam	FALSE	FALSE	FALSE	FALSE	FALSE
1572	o.	Samuel Edwin of Llanmihangel Plas, Glam.	FALSE	FALSE	FALSE	FALSE	FALSE
1574		Sir Humphrey Edwin, d. 1707, of Llanmihangel Plas, Glam.	FALSE	FALSE	FALSE	FALSE	FALSE
1577	e.	Rev. Philip Egerton of Astbury, Ches.	FALSE	FALSE	FALSE	FALSE	FALSE
1578	yr.	John Egerton, Bp. of Durham	FALSE	FALSE	FALSE	FALSE	FALSE
1579	1st	Philip Egerton	FALSE	FALSE	FALSE	FALSE	FALSE
1580	2nd	John Egerton (d. 1724)	FALSE	FALSE	FALSE	FALSE	FALSE
1581	1st	9th E. of Eglinton [S]	FALSE	FALSE	TRUE	FALSE	FALSE
1584	e.	5th E. of Wemyss [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1585	o.	Francis Charteris, sty. 7th E. of Wemyss [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1586		8th E. of Kincardine [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1587	2nd	5th E. of Elgin [S]	FALSE	FALSE	TRUE	FALSE	FALSE
1591	e.	Sir Gilbert Elliot of Minto, Rox.	FALSE	FALSE	FALSE	FALSE	FALSE
1597		George Ellis of Jamaica	FALSE	FALSE	FALSE	FALSE	FALSE
1598		Francis Ellis of Monoghan	FALSE	FALSE	FALSE	FALSE	FALSE
1600	1st	Welbore Ellis, Bp. of Kildare and Meath	FALSE	FALSE	TRUE	FALSE	FALSE
1601	2nd	John Ellis	FALSE	FALSE	FALSE	FALSE	FALSE
1603		Henry Ellison of Gateshead Park, Durham	FALSE	FALSE	FALSE	FALSE	FALSE
1605	2nd	James, 4th Ld. Balmerinoch [S], army officer under the D. of Marlborough, killed at Liège 1708	FALSE	FALSE	FALSE	FALSE	FALSE
1608		William Elwood	FALSE	FALSE	FALSE	FALSE	FALSE
1611		George England (1679-1725) MP of Yarmouth, Norf.	FALSE	FALSE	FALSE	FALSE	FALSE
1613		Henry Englefield of White Knights, Berks	FALSE	FALSE	FALSE	FALSE	FALSE
1619	e.	4th E. of Bristol	FALSE	FALSE	FALSE	FALSE	FALSE
1620	2nd	John Errington of Beaufront	FALSE	FALSE	TRUE	FALSE	FALSE
1621		Colin Erskine	FALSE	FALSE	FALSE	FALSE	FALSE
1623		Sir Alexander Erskine of Cambo	FALSE	FALSE	FALSE	FALSE	FALSE
1627	2nd	Sir John Erskine, 3rd Bt.	FALSE	FALSE	FALSE	FALSE	FALSE
1630	o.	2nd E. of Essex	FALSE	FALSE	FALSE	FALSE	FALSE
1631	1st	3rd E. of Essex	FALSE	FALSE	TRUE	FALSE	FALSE
1633	1st	Matthew Estcourt of Cam, Glos	FALSE	FALSE	TRUE	FALSE	FALSE
1636	1st	2nd D. of Grafton	FALSE	FALSE	TRUE	FALSE	FALSE
1644	1st	8th E. of Exeter	FALSE	FALSE	TRUE	FALSE	FALSE
1647	o.	Sir John Eyles, 2nd Bt., of Gidea Hall, Essex	FALSE	FALSE	FALSE	FALSE	FALSE
1648	4th	Hon. Charles Radclyffe and suo jure Cts. of Newburgh [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1655	o.	Edward Cary of Caldicote, co. Mon.	TRUE	FALSE	FALSE	FALSE	FALSE
1657	o.	1st Vct. Fane [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1659	1st	Thomas Edward Fanshawe	FALSE	FALSE	FALSE	FALSE	FALSE
1660		George Farington of Worden, Lancs	FALSE	FALSE	FALSE	FALSE	FALSE
1664		Alexander Ogilvie who took name of Farquharson on inheriting the Haughton estate, Aber.	FALSE	FALSE	FALSE	FALSE	FALSE
1673	2nd	John Francis Fauquier, a dir. of the Bank of England	FALSE	FALSE	FALSE	FALSE	FALSE
1675	yr.	Sir Everard Fawkener, Kt., of Wandsworth	FALSE	FALSE	FALSE	FALSE	FALSE
1677		Sir Everard Fawkener, Kt., of Wandsworth	FALSE	FALSE	FALSE	FALSE	FALSE
1681	2nd	4th E. of Denbigh	FALSE	FALSE	TRUE	FALSE	FALSE
1683	e.	William Fellowes of Eggesford, Devon	FALSE	FALSE	FALSE	FALSE	FALSE
1684	2nd	William Fellowes of Shotesham Park, Norf.	FALSE	FALSE	FALSE	FALSE	FALSE
1692	1st	Sir James Fergusson	FALSE	FALSE	TRUE	FALSE	FALSE
1693	1st	James Fermor of Tusmore and Somerton, Oxon.	FALSE	FALSE	FALSE	FALSE	FALSE
1694	1st	Henry Fermor of Tusmore, Oxon, (d. 1702)	FALSE	FALSE	FALSE	FALSE	FALSE
1695	4th	James Fermor of Tusmore and Somerton, Oxon	FALSE	FALSE	FALSE	FALSE	FALSE
1696	2nd	1st E. of Pomfret	FALSE	FALSE	FALSE	FALSE	FALSE
1697	e.	Henry Fermor (d. 1746)	FALSE	FALSE	FALSE	FALSE	FALSE
1698	yr.	Henry Fermor (d. 1746)	FALSE	FALSE	FALSE	FALSE	FALSE
1702		John Elliot of Plymouth	FALSE	FALSE	FALSE	FALSE	FALSE
1703		Sir Richard Levinge of Mullalea, co. Westmeath	FALSE	FALSE	FALSE	FALSE	FALSE
1704	o.	Sir Matthew Fetherstonhaugh	FALSE	FALSE	FALSE	FALSE	FALSE
1705	e.	Matthew Fetherstonhaugh	FALSE	FALSE	FALSE	FALSE	FALSE
1706		Matthew Fetherston-haugh	FALSE	FALSE	FALSE	FALSE	FALSE
1709		Robert ffrench	FALSE	FALSE	FALSE	FALSE	FALSE
1713	1st	2nd E. of Nottingham and 7th E. of Winchilsea	FALSE	FALSE	TRUE	FALSE	FALSE
1714	5th	2nd E. of Nottingham and 7th E. of Winchilsea	FALSE	FALSE	TRUE	FALSE	FALSE
1715	5th	3rd E. of Aylesford	FALSE	FALSE	FALSE	FALSE	FALSE
1718	o.	6th E. of Findlater and 3rd E. of Seafield [S]	FALSE	FALSE	TRUE	FALSE	FALSE
1719	o.	4th E. of Fingall [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1729	e.	the Rev. John Fisher	FALSE	FALSE	FALSE	FALSE	FALSE
1730	e.	George Fitzgerald of Turlough House, Castlebar, Co. Mayo	FALSE	FALSE	FALSE	FALSE	FALSE
1731	4th	1st D. of Leinster [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1732	2nd	Sir Maurice Fitzgerald, Kt., of Kerry	FALSE	FALSE	FALSE	FALSE	FALSE
1736	5th	William Fitzherbert of Tissington Hall, Derby.	FALSE	FALSE	FALSE	FALSE	FALSE
1738	e.	William Fitzherbert of Tissington Hall, Derby.	FALSE	FALSE	FALSE	FALSE	FALSE
1742	2nd	2nd D. of Grafton	FALSE	FALSE	TRUE	FALSE	FALSE
1743	2nd	2nd D. of Cleveland	FALSE	FALSE	FALSE	FALSE	FALSE
1744	3rd	2nd D. of Grafton	FALSE	FALSE	TRUE	FALSE	FALSE
1745	e.	6th Vct. Fitzwilliam [I] of Mount Merrion	FALSE	FALSE	FALSE	FALSE	FALSE
1746	o.	2nd E. Fitzwilliam [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1747	e.	1st E. Fitzwilliam	FALSE	FALSE	FALSE	FALSE	FALSE
1748	2nd	5th Vct. Fitzwilliam [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1751	e.	Gerrard Dutton Fleetwood	FALSE	FALSE	FALSE	FALSE	FALSE
1757	e.	Capt. John Floyd	FALSE	FALSE	FALSE	FALSE	FALSE
1758	1st	1st B. Foley	FALSE	FALSE	TRUE	FALSE	FALSE
1760	e.	Martin Folkes of Gray's Inn	FALSE	FALSE	FALSE	FALSE	FALSE
1763	1st	Claude Fonnereau of Hamburg	FALSE	FALSE	FALSE	FALSE	FALSE
1764	3rd	Zachary Fonnereau of London	FALSE	FALSE	FALSE	FALSE	FALSE
1765	o.	3rd B. Forbes of Pitsligo [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1766	yst.	Hugh Forbes of the Ross	FALSE	FALSE	FALSE	FALSE	FALSE
1771	2nd	3rd E. of Granard [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1772	o.	Hugh Forbes	FALSE	FALSE	FALSE	FALSE	FALSE
1773		William Aikman of Cairnie	FALSE	FALSE	FALSE	FALSE	FALSE
1777	e.	Sir William Forbes, advocate	FALSE	FALSE	TRUE	FALSE	FALSE
1782		Rev. Roger Ford, archdeacon of Derry	FALSE	FALSE	FALSE	FALSE	FALSE
1786	2nd	George Fordyce of Broadford, Aberdeen	FALSE	FALSE	FALSE	FALSE	FALSE
1799	e.	Hugh Fortescue of Filleigh, Devon.	FALSE	FALSE	FALSE	FALSE	FALSE
1800	e.	Chichester Fortescue of Dromiskin	FALSE	FALSE	FALSE	FALSE	FALSE
1803	e.	5th E. of Seaforth [S] (who was attainted 1716)	FALSE	FALSE	FALSE	FALSE	FALSE
1804	o.	Ld. Fortrose	FALSE	FALSE	FALSE	FALSE	FALSE
1807	2nd	4th E. of Bristol	FALSE	FALSE	FALSE	FALSE	FALSE
1814	e.	Andrew Fountaine	FALSE	FALSE	FALSE	FALSE	FALSE
1816	2nd	1st B. Holland	FALSE	FALSE	TRUE	FALSE	FALSE
1818		Henry St James	FALSE	FALSE	FALSE	FALSE	FALSE
1819	1st	Sir Stephen Fox, Kt.	FALSE	FALSE	TRUE	FALSE	FALSE
1820	e.	1st B. Holland	FALSE	FALSE	FALSE	FALSE	FALSE
1828	o.	Rev. Philip Francis of Dublin	FALSE	FALSE	FALSE	FALSE	FALSE
1831		1st E. of Scarbrough (sep. 1739)	FALSE	FALSE	FALSE	FALSE	FALSE
1833	e.	Sir Thomas Frankland of Thirkleby, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
1838	e.	Sir Charles Frederick of Hammersmith, Mx.	FALSE	FALSE	FALSE	FALSE	FALSE
1839	3rd	Sir Thomas Frederick, b. Madras	FALSE	FALSE	FALSE	FALSE	FALSE
1841	2nd	Sir Thomas Frederick	FALSE	FALSE	FALSE	FALSE	FALSE
1842	e.	John Frederick of Bampton, Oxon.	FALSE	FALSE	FALSE	FALSE	FALSE
1847	2nd	John Cooke (who assumed the name of Freeman)	FALSE	FALSE	FALSE	FALSE	FALSE
1848		John Freeman of Aston, Herts.	FALSE	FALSE	FALSE	FALSE	FALSE
1849	e.	Ralph Freeman of Hamells, Herts	FALSE	FALSE	FALSE	FALSE	FALSE
1851		Rev. William Freind of Croughton, Northants.	FALSE	FALSE	FALSE	FALSE	FALSE
1853	3rd	John Fremantle of Aston Abbots, Bucks	FALSE	FALSE	FALSE	FALSE	FALSE
1859	e.	John Frere of Barbados	FALSE	FALSE	FALSE	FALSE	FALSE
1866	o.	William Fullarton	FALSE	FALSE	FALSE	FALSE	FALSE
1867	1st	Samuel Fuller of Great Yarmouth, Norf.	FALSE	FALSE	TRUE	FALSE	FALSE
1869	e.	Samuel Pargiter of Westminster and Stedham, Sx., who assumed his wife's surname of Fuller	FALSE	FALSE	FALSE	FALSE	FALSE
1872	e.	Sir Henry Furnese of Waldershare, Kent	FALSE	FALSE	FALSE	FALSE	FALSE
1873		Johann Füssli of Zurich	FALSE	FALSE	FALSE	FALSE	FALSE
1876	e.	1st Vct. Gage	FALSE	FALSE	FALSE	FALSE	FALSE
1887	e.	2nd Vct. of Galmoye [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1893	2nd	Alexander Garden of Troup, Banff.	FALSE	FALSE	FALSE	FALSE	FALSE
1894		James Gardeyn of Aberdeen	FALSE	FALSE	FALSE	FALSE	FALSE
1896	e.	Charles Gardiner of Dublin	FALSE	FALSE	FALSE	FALSE	FALSE
1897		Rev. John Gardiner of Saffron Walden, Camb.	FALSE	FALSE	FALSE	FALSE	FALSE
1898	2nd	Charles Gardiner of Dublin	FALSE	FALSE	FALSE	FALSE	FALSE
1899	4th	Col. William Gardner	FALSE	FALSE	TRUE	FALSE	FALSE
1905	e.	5th E. of Galloway [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1906	1st	6th E. of Galloway [S]	FALSE	FALSE	TRUE	FALSE	FALSE
1908	2nd	Paul Garnier	FALSE	FALSE	FALSE	FALSE	FALSE
1909		Peter Garric, a Huguenot	FALSE	FALSE	FALSE	FALSE	FALSE
1911	o.	Maxwell Garthshore MD of Mx.	FALSE	FALSE	TRUE	FALSE	FALSE
1913	1st	Sir John Gascoigne of Parlington, Yorks	FALSE	FALSE	TRUE	FALSE	FALSE
1914	3rd	Sir Edward Gascoigne, 6th Bt.	FALSE	FALSE	FALSE	FALSE	FALSE
1925		William Gee of Bishop Burton, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
1926	e.	John Gell (formerly Eyre) of Hopton Hall, Derby.	FALSE	FALSE	FALSE	FALSE	FALSE
1927		Sir John Webb, 1st Bt., of Odstock	FALSE	FALSE	FALSE	FALSE	FALSE
1932	e.	Sir Philip Gibbes, 1st Bt. of Barbados	FALSE	FALSE	FALSE	FALSE	FALSE
1933		Philip Gibbes	FALSE	FALSE	FALSE	FALSE	FALSE
1934		Mark Gibbin of Pemb	FALSE	FALSE	FALSE	FALSE	FALSE
1935	e.	Edward Gibbon of Putney	FALSE	FALSE	FALSE	FALSE	FALSE
1937	yr.	Patrick Gibbs, merchant of Aberdeen	FALSE	FALSE	FALSE	FALSE	FALSE
1943	e.	Isaac Louis Giberne of London	FALSE	FALSE	FALSE	FALSE	FALSE
1944		Gibson also an architect	FALSE	FALSE	FALSE	FALSE	FALSE
1946	e.	Sampson Gideon of Stepney	FALSE	FALSE	FALSE	FALSE	FALSE
1947	2nd	Peter Giffard	FALSE	FALSE	TRUE	FALSE	FALSE
1948		Peter Giffard of Chillington, Staffs	FALSE	FALSE	FALSE	FALSE	FALSE
1949	e.	Thomas Giffard	FALSE	FALSE	FALSE	FALSE	FALSE
1952	e.	Edward Gifford, glazier, of Derby	FALSE	FALSE	FALSE	FALSE	FALSE
1957	3rd	Thomas Gillibrand of Chorley Hall, Lancs	FALSE	FALSE	TRUE	FALSE	FALSE
1963		Richard Glanville of Elmsett and Offton, Suff	FALSE	FALSE	FALSE	FALSE	FALSE
1966	1st	3rd E. of Glasgow [S]	FALSE	FALSE	TRUE	FALSE	FALSE
1967	e.	3rd E. of Breadalbane	FALSE	FALSE	TRUE	FALSE	FALSE
1968	3rd	Frederick, P. of Wales	FALSE	FALSE	FALSE	FALSE	FALSE
1982	o.	Henry Godolphin, Dean of St Pauls	FALSE	FALSE	FALSE	FALSE	FALSE
1984		Robert Golden, architect, of London	FALSE	FALSE	FALSE	FALSE	FALSE
1985		Christopher Golding of Midhurst, Sx.	FALSE	FALSE	FALSE	FALSE	FALSE
2003	e.	3rd D. of Gordon [S]	FALSE	FALSE	FALSE	FALSE	FALSE
2006	e.	2nd E. of Aberdeen [S]	FALSE	FALSE	FALSE	FALSE	FALSE
2013		4th E. of Aboyne [S]	FALSE	FALSE	FALSE	FALSE	FALSE
2014		Rev. Harry Gordon	FALSE	FALSE	FALSE	FALSE	FALSE
2017	2nd	2nd E. of Aberdeen [S]	FALSE	FALSE	TRUE	FALSE	FALSE
2018		3rd D. of Gordon [S]	FALSE	FALSE	FALSE	FALSE	FALSE
2020		Charles Gore (d. 1753/4) of Horkstow, Lincs	FALSE	FALSE	FALSE	FALSE	FALSE
2021	yst.	Charles Gore of Horkstow, Lincs.	FALSE	FALSE	FALSE	FALSE	FALSE
2022	yr.	1st E. of Arran [I]	FALSE	FALSE	FALSE	FALSE	FALSE
2025		Sir Henry Goring of Highden and Wappingthorne, Sx	FALSE	FALSE	FALSE	FALSE	FALSE
2026	e.	10th Vct. Gormanston [I]	FALSE	FALSE	FALSE	FALSE	FALSE
2033		Edward Goulburn of Amity Hall, Jamaica	FALSE	FALSE	FALSE	FALSE	FALSE
2034		Sir Edward Gould	FALSE	FALSE	FALSE	FALSE	FALSE
2035		James Gould of Devon.	FALSE	FALSE	FALSE	FALSE	FALSE
2037	1st	2nd E. Gower (cr. M. of Stafford 1786)	FALSE	FALSE	TRUE	FALSE	FALSE
2038	e.	1st B. Gowran [I]	FALSE	FALSE	FALSE	FALSE	FALSE
2040	e.	James Graeme, sol.-gen. of Scotland	FALSE	FALSE	FALSE	FALSE	FALSE
2041	4th	James Graeme of Bucklyvie	FALSE	FALSE	FALSE	FALSE	FALSE
2042	1st	Ld Augustus Fitzroy	FALSE	FALSE	TRUE	FALSE	FALSE
2043	o.	1st D. of Grafton	FALSE	FALSE	FALSE	FALSE	FALSE
2045	2nd	Rev. Robert Graham of Norton Conyers, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
2046	o.	2nd D. of Montrose [S]	FALSE	FALSE	FALSE	FALSE	FALSE
2051	o.	Thomas Graham of Balgowan and Lynedoch, Perth	FALSE	FALSE	TRUE	FALSE	FALSE
2056	e.	3rd D. of Rutland, sty. M. of Granby	FALSE	FALSE	FALSE	FALSE	FALSE
2057	o.	Aland John Mason and Ldy. Elizabeth Villiers (who was cr. Vcts. Grandison [I] 1746 and Cts. Grandison [I] 1767)	FALSE	FALSE	TRUE	FALSE	FALSE
2060	2nd	Lt.-col. William Grant	FALSE	FALSE	FALSE	FALSE	FALSE
2061	e.	Sir Ludovick Grant	FALSE	FALSE	FALSE	FALSE	FALSE
2065		John Grant of Blairfindy	FALSE	FALSE	FALSE	FALSE	FALSE
2070		Adml. Samuel Graves (1713-87)	FALSE	FALSE	FALSE	FALSE	FALSE
2073	e.	R.-Adml. Thomas Graves	FALSE	FALSE	FALSE	FALSE	FALSE
2077	e.	11th B. Gray [S]	FALSE	FALSE	FALSE	FALSE	FALSE
2079	e.	Sir James Gray	FALSE	FALSE	FALSE	FALSE	FALSE
2085	2nd	Samuel Greatheed of Guy'sCliffe, War	FALSE	FALSE	FALSE	FALSE	FALSE
2097	2nd	Augustine Greenwood of Lancaster	FALSE	FALSE	FALSE	FALSE	FALSE
2103	1st	Hon. George Grenville (d. 1770)	FALSE	FALSE	TRUE	FALSE	FALSE
2104	4th	Richard Grenville and Hester, suo jure Cts. Temple	FALSE	FALSE	FALSE	FALSE	FALSE
2105	1st	Richard Grenville and Hester, suo jure Cts. Temple	FALSE	FALSE	FALSE	FALSE	FALSE
2106	3rd	Hon. George Grenville (d. 1770)	FALSE	FALSE	TRUE	FALSE	FALSE
2110	2nd	1st E. Brooke and 1st E. of Warwick	FALSE	FALSE	FALSE	FALSE	FALSE
2111	4th	Fulke Greville	FALSE	FALSE	TRUE	FALSE	FALSE
2112	e.	Hon. Algernon Greville	FALSE	FALSE	FALSE	FALSE	FALSE
2113	1st	1st E. Brooke and E. of Warwick	FALSE	FALSE	FALSE	FALSE	FALSE
2115	1st	Charles Grey of Howick, Northumb. (cr. E. Grey 1806)	FALSE	FALSE	TRUE	FALSE	FALSE
2116	e.	4th E.of Stamford	FALSE	FALSE	FALSE	FALSE	FALSE
2117	e.	5th E. of Stamford	FALSE	FALSE	FALSE	FALSE	FALSE
2118	o.	Ralph Grey of Backworth, Northumb.	FALSE	FALSE	TRUE	FALSE	FALSE
2121	1st	Sir Thomas Grey Egerton	FALSE	FALSE	TRUE	FALSE	FALSE
2128	e.	2nd Vct. Grimston [I]	FALSE	FALSE	FALSE	FALSE	FALSE
2129	o.	Robert Grimston (d. 1756) and ward of John Grimston (1725-80) of Kilnwick, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
2131		Thomas Grimston	FALSE	FALSE	FALSE	FALSE	FALSE
2133	e.	Edward Grinfield of Salisbury, Wilts	FALSE	FALSE	FALSE	FALSE	FALSE
2135	1st	Sir Thomas Grosvenor of Eaton Hall, Ches.	FALSE	FALSE	TRUE	FALSE	FALSE
2136	2nd	Sir Thomas Grosvenor, 3rd Bt.	FALSE	FALSE	TRUE	FALSE	FALSE
2142	e.	3rd E. of Aylesford	FALSE	FALSE	FALSE	FALSE	FALSE
2147	o.	Sir John Guise of Elmore, Glos	FALSE	FALSE	FALSE	FALSE	FALSE
2148		Horace Mann	FALSE	FALSE	FALSE	FALSE	FALSE
2149	o.	Sir John Guise of Elmore, Glos	FALSE	FALSE	FALSE	FALSE	FALSE
2152		Alexander Gunn of Irstead, Norf.	FALSE	FALSE	FALSE	FALSE	FALSE
2163	e.	Charles, Ld. Binning	FALSE	FALSE	FALSE	FALSE	FALSE
2164	e.	3rd E. of Aberdeen [S]	FALSE	FALSE	FALSE	FALSE	FALSE
2166		Charles Hadfield, inn-keeper in Florence	FALSE	FALSE	FALSE	FALSE	FALSE
