index	text	travelIndex	place	tourIndex	forced	parent	travelEndDay	travelEndYear	travelEndMonth	travelStartDay	travelStartYear	travelStartMonth	lng	lat	tourEndTo	tourEndFrom	tourEndRange	tourStartTo	tourStartFrom	tourStartRange
3019	Rome (two days)	7	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
3019	Naples (12 Dec. 1794-24 Mar. 1795)	8	Naples	1	FALSE		24	1795	3	12	1794	12	14.2681244	40.8517746						
3019	Rome (25 Mar.)	9	Rome	1	FALSE		25	1795	3	25	1795	3	12.4801802	41.8723889						
3019	Venice (14-28 May)	10	Venice	1	FALSE		28	1795	5	14	1795	5	12.3155151	45.4408474						
3020	Padua (2 Oct. 1709)	1	Padua	1	FALSE		2	1709	10	2	1709	10	11.8767611	45.4064349	1711	1711	FALSE	1709	1709	FALSE
3020	Venice (by 20 Dec. 1709)	2	Venice	1	FALSE		20	1709	12	20	1709	12	12.3155151	45.4408474						
3020	Rome (by Mar. 1711-4 Aug.)	1	Rome	1	FALSE		4	1711	8	0	1711	3	12.4801802	41.8723889						
3020	Genoa (3 Oct.-Nov.)	2	Genoa	1	FALSE		0	1711	11	3	1711	10	8.946256	44.4056499						
3023	"Leghorn (subscribed to Mrs Barry's Maria, a Persian slave)"	1	Leghorn	1	FALSE		0	0	0	0	0	0	10.416111	43.520833	1790	1790	FALSE	1790	1790	FALSE
3024	Rome (Dec. 1788)	1	Rome	1	FALSE		0	1788	12	0	1788	12	12.4801802	41.8723889	1789	1789	FALSE	1788	1788	FALSE
3024	Naples (2-3 Jan. 1789)	2	Naples	1	FALSE		23	1789	1	2	1789	1	14.2681244	40.8517746						
3027	"Leghorn (d. Jan.: he had come to Italy for his health; Leghorn Inscr., 82)"	1	Leghorn	1	FALSE		0	0	0	0	0	0	10.416111	43.520833	1756	1756	FALSE	1756	1756	FALSE
3028	Venice	1	Venice	1	FALSE		0	0	0	0	0	0	12.3155151	45.4408474	1729	1729	FALSE	1727	1727	FALSE
3028	Padua (17 May 1727)	2	Padua	1	FALSE		17	1727	5	17	1727	5	11.8767611	45.4064349						
3028	Bologna (Jul.)	3	Bologna	1	FALSE		0	1727	7	0	1727	7	11.3426163	44.494887						
3028	Rome	4	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
3028	Leghorn (by 13 Sep.-30 Oct.)	5	Leghorn	1	FALSE		30	1727	10	13	1727	9	10.416111	43.520833						
3028	Florence (2 Nov.-Dec. 1727)	6	Florence	1	FALSE		0	1727	12	2	1727	11	11.2480006	43.7710332						
3028	Rome	7	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
3028	Naples (Mar. 1728)	8	Naples	1	FALSE		0	1728	3	0	1728	3	14.2681244	40.8517746						
3028	Sicily (by 10 Apr.)	9	Sicily	1	FALSE		10	1728	4	10	1728	4	14.0153557	37.5999938						
3028	Naples (by Jul.)	10	Naples	1	FALSE		0	1728	7	0	1728	7	14.2681244	40.8517746						
3028	Rome (Oct. 1728-Apr. 1729)	11	Rome	1	FALSE		0	1729	4	0	1728	10	12.4801802	41.8723889						
3028	Leghorn (Apr.)	12	Leghorn	1	FALSE		0	1729	4	0	1729	4	10.416111	43.520833						
3029				1											1796	1796	FALSE	1794	1794	FALSE
3030	"Naples (11 Dec.: SP 93/25, Hamilton)"	1	Naples	1	FALSE		11	1770	12	11	1770	12	14.2681244	40.8517746	1770	1770	FALSE	1770	1770	FALSE
3031	Rome (winter; Quin jnl.MSS)	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1786	1786	FALSE	1785	1785	FALSE
3032	Rome	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1772	1772	FALSE	1771	1771	FALSE
3034	Padua (11 May; Brown 1139)	1	Padua	1	FALSE		11	1701	5	11	1701	5	11.8767611	45.4064349	1701	1701	FALSE	1701	1701	FALSE
3035	Florence (Oct. 1715)	1	Florence	1	FALSE		0	1715	10	0	1715	10	11.2480006	43.7710332	1716	1716	FALSE	1715	1715	FALSE
3035	Rome (by 14 Jan.- Apr. 1716)	2	Rome	1	FALSE		0	1716	4	14	1716	1	12.4801802	41.8723889						
3035	Padua (16 May)	3	Padua	1	FALSE		16	1716	5	16	1716	5	11.8767611	45.4064349						
3035	Venice (-26 Sep. 1716)	4	Venice	1	FALSE		26	1716	9	26	1716	9	12.3155151	45.4408474						
3036	Naples	2	Naples	1	FALSE		0	0	0	0	0	0	14.2681244	40.8517746	1785	1785	FALSE	1784	1784	FALSE
3036	Rome	3	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
3037	Naples (Dec. 1760)	2	Naples	1	FALSE		0	1760	12	0	1760	12	14.2681244	40.8517746	1761	1761	FALSE	1760	1760	FALSE
3037	Rome (Feb. 1761)	3	Rome	1	FALSE		0	1761	2	0	1761	2	12.4801802	41.8723889						
3037	Tuscany (May)	4	Tuscany	1	FALSE		0	1761	5	0	1761	5	11.2486208	43.7710513						
3037	Venice	5	Venice	1	FALSE		0	0	0	0	0	0	12.3155151	45.4408474						
3038	Venice (Jul.)	1	Venice	1	FALSE		0	1751	7	0	1751	7	12.3155151	45.4408474	1752	1752	FALSE	1751	1751	FALSE
3038	Rome	2	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
3040	"Pisa (d. 15 Dec.; Leghorn Inscr., 90)"	1	Pisa	1	FALSE		0	0	0	0	0	0	10.4016888	43.7228386	1797	1797	FALSE	1797	1797	FALSE
3041	Rome (Nov.?)	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1755	1755	FALSE	1755	1755	FALSE
3041	Florence	2	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332						
3041	Rome (Jul. 1778)	2	Rome	2	FALSE		0	1778	7	0	1778	7	12.4801802	41.8723889	1779	1779	FALSE	1778	1778	FALSE
3041	Florence (Oct.)	3	Florence	2	FALSE		0	1778	10	0	1778	10	11.2480006	43.7710332						
3041	Rome (by 11 Nov. 1778-Apr. 1779)	4	Rome	2	FALSE		0	1779	4	11	1778	11	12.4801802	41.8723889						
3041	Florence (Apr.)	5	Florence	2	FALSE		0	1779	4	0	1779	4	11.2480006	43.7710332						
3042	"Florence (between 23 Aug. 1732,Apr. 1733; Spence Letters, 419)"	1	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332	1733	1732	TRUE	1733	1732	TRUE
3042				2											1738	1738	FALSE	1737	1737	FALSE
3043	Florence (1705)	1	Florence	1	FALSE		0	1705	0	0	1705	0	11.2480006	43.7710332	1758	1758	FALSE	1705	1705	FALSE
3043	Forli (eight years)	2	Forli	1	FALSE		0	0	0	0	0	0	12.0407312	44.2227398						
3043	Bologna	3	Bologna	1	FALSE		0	0	0	0	0	0	11.3426163	44.494887						
3043	Rome (Mar./Apr.-Jul. 1758-)	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
3044	Venice (10-12 Nov.)	2	Venice	1	FALSE		12	1756	11	10	1756	11	12.3155151	45.4408474	1758	1758	FALSE	1756	1756	FALSE
3044	Rome (22-29 Nov.)	3	Rome	1	FALSE		29	1756	11	22	1756	11	12.4801802	41.8723889						
3044	Naples (by 20 Dec. 1756-Jun. 1757)	4	Naples	1	FALSE		0	1757	6	20	1756	12	14.2681244	40.8517746						
3044	Gruno (end Jun.-1 Nov)	5	Gruno	1	FALSE		0	0	0	0	0	0	9.6640453	45.8920245						
3044	Naples (Nov. 1757-Apr. 1758)	6	Naples	1	FALSE		0	1758	4	0	1757	11	14.2681244	40.8517746						
3044	Rome (2 Apr.)	7	Rome	1	FALSE		2	1758	4	2	1758	4	12.4801802	41.8723889						
3044	Florence (5-9 May)	8	Florence	1	FALSE		0	0	0	5	1758	5	11.2480006	43.7710332						
3044	Bologna	9	Bologna	1	FALSE		0	0	0	0	0	0	11.3426163	44.494887						
3044	Verona	10	Verona	1	FALSE		0	0	0	0	0	0	10.9916215	45.4383842						
3044	Turin	11	Turin	1	FALSE		0	0	0	0	0	0	7.6868565	45.070312						
3045	Padua (26 May; Brown 1711)	1	Padua	1	FALSE		26	1722	5	26	1722	5	11.8767611	45.4064349	1722	1722	FALSE	1722	1722	FALSE
3046	"Naples (Jul.: with Brooks, 'two gentlemen in the service of our East India Company arrived here a few days ago from Madras by way of the Red sea,set out yesterday for London; SP 93/31, Hamilton, 14 Jul. 1778)"	1	Naples	1	FALSE		0	1778	7	0	1778	7	14.2681244	40.8517746	1778	1778	FALSE	1778	1778	FALSE
3047	Florence (Nov.)	1	Florence	1	FALSE		0	1783	11	0	1783	11	11.2480006	43.7710332	1784	1784	FALSE	1783	1783	FALSE
3047	Rome (winter 1783-4)	2	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
3047	Leghorn (d. 30 Sep.)	1	Leghorn	2	FALSE		0	0	0	0	0	0	10.416111	43.520833	1785	1785	FALSE	1785	1785	FALSE
3048	Padua (Mar.; Brown 1606)	1	Padua	1	FALSE		0	1719	3	0	1719	3	11.8767611	45.4064349	1719	1719	FALSE	1719	1719	FALSE
3049	Rome (-10 Apr. 1769)	1	Rome	1	FALSE		10	1769	4	10	1769	4	12.4801802	41.8723889	1769	1769	FALSE	1749	1749	FALSE
3050	Naples (18 Mar.)	1	Naples	1	FALSE		18	1776	3	18	1776	3	14.2681244	40.8517746	1776	1776	FALSE	1776	1776	FALSE
3050	Florence (Jun.)	2	Florence	1	FALSE		0	1776	6	0	1776	6	11.2480006	43.7710332						
3051	Venice (by 15 Oct. 1706-Mar. 1707)	1	Venice	1	FALSE		0	1707	3	15	1706	10	12.3155151	45.4408474	1707	1707	FALSE	1706	1706	FALSE
3051	Padua (7 Mar. 1707)	2	Padua	1	FALSE		7	1707	3	7	1707	3	11.8767611	45.4064349						
3053	Rome (an engraving of the Pretender is inscribed: B. Luttrell Romae pinx. Andw Miller Londini fecit 1737)	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1737	1737	FALSE	1737	1737	FALSE
3054	"(with her brother James, she accompanied her sister,brother-in-law, the Duke of Cumberland, in Italy; Wal.Corr., 23:505n; 33:540n)"	1	Italy	1	TRUE		0	0	0	0	0	0	12.56738	41.87194	1774	1774	FALSE	1773	1773	FALSE
3055	Florence (Jun. 1733)	1	Florence	1	FALSE		0	1733	6	0	1733	6	11.2480006	43.7710332	1734	1734	FALSE	1733	1733	FALSE
3055	Siena (by Sep.)	2	Siena	1	FALSE		0	1733	9	0	1733	9	11.3307574	43.318809						
3056	Venice (-21 Mar.; ASV is 759)	1	Venice	1	FALSE		21	1768	3	21	1768	3	12.3155151	45.4408474	1768	1768	FALSE	1768	1768	FALSE
3057	Rome (12 Dec. 1791)	1	Rome	1	FALSE		12	1791	12	12	1791	12	12.4801802	41.8723889	1792	1792	FALSE	1791	1791	FALSE
3057	Venice (20 Oct. 1792)	2	Venice	1	FALSE		20	1792	10	20	1792	10	12.3155151	45.4408474						
3058	Padua (Dec.; Brown 1350)	1	Padua	1	FALSE		0	1709	12	0	1709	12	11.8767611	45.4064349	1709	1709	FALSE	1709	1709	FALSE
3059	Turin	1	Turin	1	FALSE		0	0	0	0	0	0	7.6868565	45.070312	1772	1772	FALSE	1769	1769	FALSE
3059	Turin	1	Turin	2	FALSE		0	0	0	0	0	0	7.6868565	45.070312	1776	1776	FALSE	1774	1774	FALSE
3060	"Venice (29 May: 'Linch a Merchant's son from Dublin' arrived 'last week'; SP 99/63, f.350)"	1	Venice	1	FALSE		29	1737	5	29	1737	5	12.3155151	45.4408474	1737	1737	FALSE	1737	1737	FALSE
3060	Bologna	1	Bologna	2	FALSE		0	0	0	0	0	0	11.3426163	44.494887	1755	1755	FALSE	1755	1755	FALSE
3060	Florence (Jun.)	2	Florence	2	FALSE		0	1755	6	0	1755	6	11.2480006	43.7710332						
3061	Capua (15 Mar.; ASN CRA 1257)	1	Capua	1	FALSE		15	1754	3	15	1754	3	14.2130486	41.1061258	1754	1754	FALSE	1754	1754	FALSE
3064	Rome (winter; Quin jnl.MSS)	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1786	1786	FALSE	1785	1785	FALSE
3065				1											1759	1759	FALSE	1754	1754	FALSE
3065				2											1768	1768	FALSE	1768	1768	FALSE
3066	Turin (by 6 Nov. 1729)	1	Turin	1	FALSE		6	1729	11	6	1729	11	7.6868565	45.070312	1730	1730	FALSE	1729	1729	FALSE
3066	Genoa (26 Nov.)	2	Genoa	1	FALSE		26	1729	11	26	1729	11	8.946256	44.4056499						
3066	Milan (6 Dec.)	3	Milan	1	FALSE		6	1729	12	6	1729	12	9.1859243	45.4654219						
3066	Padua (20 Dec.)	4	Padua	1	FALSE		20	1729	12	20	1729	12	11.8767611	45.4064349						
3066	Venice (21 Dec. 1729-12 Feb. 1730)	5	Venice	1	FALSE		12	1730	2	21	1729	12	12.3155151	45.4408474						
3066	Rome (by 16 Mar.-)	6	Rome	1	FALSE		16	1730	3	16	1730	3	12.4801802	41.8723889						
3066	Naples	7	Naples	1	FALSE		0	0	0	0	0	0	14.2681244	40.8517746						
3066	Rome (by 4 May)	8	Rome	1	FALSE		4	1730	5	4	1730	5	12.4801802	41.8723889						
3066	Florence (-by 19 May)	9	Florence	1	FALSE		19	1730	5	19	1730	5	11.2480006	43.7710332						
3067	Florence (Oct. 1785)	1	Florence	1	FALSE		0	1785	10	0	1785	10	11.2480006	43.7710332	1786	1786	FALSE	1785	1785	FALSE
3067	Rome (1786)	2	Rome	1	FALSE		0	1786	0	0	1786	0	12.4801802	41.8723889						
3068	Genoa (autumn 1760-)	1	Genoa	1	FALSE		0	0	0	0	0	0	8.946256	44.4056499	1762	1762	FALSE	1760	1760	FALSE
3068	Leghorn (Apr.-Jun. 1761-)	2	Leghorn	1	FALSE		0	1761	6	0	1761	4	10.416111	43.520833						
3069	Turin	1	Turin	1	FALSE		0	0	0	0	0	0	7.6868565	45.070312	1764	1764	FALSE	1764	1764	FALSE
3069	Venice	2	Venice	1	FALSE		0	0	0	0	0	0	12.3155151	45.4408474						
3069	Bologna	3	Bologna	1	FALSE		0	0	0	0	0	0	11.3426163	44.494887						
3069	Naples (3 Apr.-16 May 1764)	4	Naples	1	FALSE		16	1764	5	3	1764	4	14.2681244	40.8517746						
3069	Florence (Jun.-Aug.)	5	Florence	1	FALSE		0	1764	8	0	1764	6	11.2480006	43.7710332						
3069	Pisa (Aug.)	6	Pisa	1	FALSE		0	1764	8	0	1764	8	10.4016888	43.7228386						
3069	Lucca (Aug.)	7	Lucca	1	FALSE		0	1764	8	0	1764	8	10.4950609	43.8376211						
3069	Florence (26 Aug.-)	8	Florence	1	FALSE		26	1764	8	26	1764	8	11.2480006	43.7710332						
3069	Florence (2 Dec. 1769-Mar. 1770)	1	Florence	2	FALSE		0	1770	3	2	1769	12	11.2480006	43.7710332	1771	1771	FALSE	1769	1769	FALSE
3069	Venice (22 Apr. 1770-Mar. 1771)	2	Venice	2	FALSE		0	1771	3	22	1770	4	12.3155151	45.4408474						
3069	Milan (Mar.)	3	Milan	2	FALSE		0	1771	3	0	1771	3	9.1859243	45.4654219						
3069	Turin (by 15 May)	4	Turin	2	FALSE		15	1771	5	15	1771	5	7.6868565	45.070312						
3070	Rome (29 Oct.: dined with the Duke of Shrewsbury; Shrewsbury Jnl.)	1	Rome	1	FALSE		29	1702	10	29	1702	10	12.4801802	41.8723889	1702	1702	FALSE	1702	1702	FALSE
3072	"Rovigo (20 Sep.: 'Mac-Arttr' with 'Sipote' ,,John Udny; ASV is 775)"	1	Rovigo	1	FALSE		20	1795	9	20	1795	9	11.7902158	45.0698118	1795	1795	FALSE	1795	1795	FALSE
3073	Leghorn	1	Leghorn	1	FALSE		0	0	0	0	0	0	10.416111	43.520833	1785	1785	FALSE	1776	1776	FALSE
3074	Turin (-12 Oct. 1763)	1	Turin	1	FALSE		12	1763	10	12	1763	10	7.6868565	45.070312	1764	1764	FALSE	1763	1763	FALSE
3074	Florence	2	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332						
3074	Rome (by 26 Dec. 1763)	3	Rome	1	FALSE		26	1763	12	26	1763	12	12.4801802	41.8723889						
3074	Naples (by 21 Jan. 1764)	4	Naples	1	FALSE		21	1764	1	21	1764	1	14.2681244	40.8517746						
3074	Genoa (by 22 May)	5	Genoa	1	FALSE		22	1764	5	22	1764	5	8.946256	44.4056499						
3075	Rome	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1714	1714	FALSE	1714	1714	FALSE
3075	Padua (Aug.)	2	Padua	1	FALSE		0	1714	8	0	1714	8	11.8767611	45.4064349						
3075	Venice	3	Venice	1	FALSE		0	0	0	0	0	0	12.3155151	45.4408474						
3076	Turin (Mar.)	1	Turin	1	FALSE		0	1761	3	0	1761	3	7.6868565	45.070312	1761	1761	FALSE	1761	1761	FALSE
3076	Florence	2	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332						
3076	Venice (29 Aug. 1795)	1	Venice	2	FALSE		29	1795	8	29	1795	8	12.3155151	45.4408474	1797	1797	FALSE	1795	1795	FALSE
3076	Verona (1795-Feb. 1796)	2	Verona	2	FALSE		0	0	0	0	0	0	10.9916215	45.4383842						
3076	Florence (Oct. 1795)	1	Florence	2		2	0	1795	10	0	1795	10	11.2480006	43.7710332						
3076	Rome (Feb. 1796)	1	Rome	2	FALSE		0	1796	2	0	1796	2	12.4801802	41.8723889						
3076	Naples (Feb.-Mar.)	2	Naples	2	FALSE		0	1796	3	0	1796	2	14.2681244	40.8517746						
3076	Rome (Apr.)	3	Rome	2	FALSE		0	1796	4	0	1796	4	12.4801802	41.8723889						
3076	Verona (Apr.)	4	Verona	2	FALSE		0	1796	4	0	1796	4	10.9916215	45.4383842						
3076	Florence	5	Florence	2	FALSE		0	0	0	0	0	0	11.2480006	43.7710332						
3076	Verona (3 Nov. 1796-Feb. 1797)	6	Verona	2	FALSE		0	1797	2	3	1796	11	10.9916215	45.4383842						
3076	Naples	7	Naples	2	FALSE		0	0	0	0	0	0	14.2681244	40.8517746						
3078	"Padua (16 Apr.: doctor of philosophy,medicine at the University; Morpurgo, 139)"	1	Padua	1	FALSE		16	1739	4	16	1739	4	11.8767611	45.4064349	1739	1739	FALSE	1739	1739	FALSE
3080	Naples	1	Naples	1	FALSE		0	0	0	0	0	0	14.2681244	40.8517746	1800	1800	FALSE	1792	1792	FALSE
3080	Sicily (1800)	2	Sicily	1	FALSE		0	1800	0	0	1800	0	14.0153557	37.5999938						
3081	"Rome (13 Nov.: with 'Maccarrell'; SP 85/14, Walton)"	1	Rome	1	FALSE		13	1723	11	13	1723	11	12.4801802	41.8723889	1723	1723	FALSE	1723	1723	FALSE
3085	Leghorn (Jun.)	1	Leghorn	1	FALSE		0	1731	6	0	1731	6	10.416111	43.520833	1731	1731	FALSE	1731	1731	FALSE
3086	Rome	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1782	1782	FALSE	1782	1782	FALSE
3086	Naples	2	Naples	1	FALSE		0	0	0	0	0	0	14.2681244	40.8517746						
3086	Rome	3	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
3086	Turin	4	Turin	1	FALSE		0	0	0	0	0	0	7.6868565	45.070312						
3089	Mont Cenis (8 Nov. 1765)	1	Mont Cenis	1	FALSE		8	1765	11	8	1765	11	6.9280553	45.2375251	1766	1766	FALSE	1765	1765	FALSE
3089	Turin (by 29 Oct.-28 Nov.)	2	Turin	1	FALSE		28	1765	11	29	1765	10	7.6868565	45.070312						
3089	Milan	3	Milan	1	FALSE		0	0	0	0	0	0	9.1859243	45.4654219						
3089	Parma	4	Parma	1	FALSE		0	0	0	0	0	0	10.3279036	44.801485						
3089	Florence (18-22 Dec.)	5	Florence	1	FALSE		22	1765	12	18	1765	12	11.2480006	43.7710332						
3089	Rome (25 Dec. 1765-10 Jan. 1766)	6	Rome	1	FALSE		10	1766	1	25	1765	12	12.4801802	41.8723889						
3089	Naples (12 Jan.-Apr.)	7	Naples	1	FALSE		0	1766	4	12	1766	1	14.2681244	40.8517746						
3089	Rome (Apr.-d. 26 Jul.)	8	Rome	1	FALSE		0	1766	7	0	1766	4	12.4801802	41.8723889						
3090	Florence	1	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332	1794	1794	FALSE	1794	1794	FALSE
3090	Verona (12-14 Aug.)	2	Verona	1	FALSE		14	1794	8	12	1794	8	10.9916215	45.4383842						
3090	"Venice (11-13 Sep., with 'Flitcher' ,,Barnes)"	3	Venice	1	FALSE		13	1794	9	11	1794	9	12.3155151	45.4408474						
3090	Bassano (14 Sep.)	4	Bassano	1	FALSE		14	1794	9	14	1794	9	11.7272747	45.7657286						
3091	"Rome (sat to Angelica Kauffman; Kauffman 1924, 106)"	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1799	1799	FALSE	1799	1799	FALSE
3092	"Naples (Aug.: daily expecting a remittance to settle his debts in Naples,Florence; SP 105/320, f.153)"	1	Naples	1	FALSE		0	1770	8	0	1770	8	14.2681244	40.8517746	1770	1770	FALSE	1770	1770	FALSE
3092				2											1775	1775	FALSE	1775	1775	FALSE
3092				3											1792	1792	FALSE	1792	1792	FALSE
3092	"Venice (21 Feb.-3 Mar.: 'Macdonald de Clanranald' with his wife; ASV is 766, 767, 769)"	1	Venice	4	FALSE		3	1793	3	21	1793	2	12.3155151	45.4408474	1793	1793	FALSE	1793	1793	FALSE
3093	Rome	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1751	1751	FALSE	1750	1750	FALSE
3093	"Pisa (Jan.: an Irishman met by Robert Adam; Clerk of Penicuik mss, gd 18/4753)"	1	Pisa	2	FALSE		0	1755	1	0	1755	1	10.4016888	43.7228386	1755	1755	FALSE	1755	1755	FALSE
3093	Florence (Nov. 1772)	1	Florence	3	FALSE		0	1772	11	0	1772	11	11.2480006	43.7710332	1773	1773	FALSE	1772	1772	FALSE
3093	Capua (1 Mar. 1773)	2	Capua	3	FALSE		1	1773	3	1	1773	3	14.2130486	41.1061258						
3093	Naples	3	Naples	3	FALSE		0	0	0	0	0	0	14.2681244	40.8517746						
3093	Rome (1773)	4	Rome	3	FALSE		0	1773	0	0	1773	0	12.4801802	41.8723889						
3095	"Naples (May: was in the Spanish service at Veletri; Drake letters mss, 7 May)"	1	Naples	1	FALSE		0	1769	5	0	1769	5	14.2681244	40.8517746	1769	1769	FALSE	1769	1769	FALSE
3095	"Rome (Sep.: 'an old Governor MacEgan is just returned from his government in Peru'; Fothergill 1974, 56-7)"	1	Rome	2	FALSE		0	1778	9	0	1778	9	12.4801802	41.8723889	1778	1778	FALSE	1778	1778	FALSE
3096	Rome	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1740	1740	FALSE	1740	1740	FALSE
3096	Rome (19-25 Dec.)	1	Rome	2	FALSE		25	1744	12	19	1744	12	12.4801802	41.8723889	1744	1744	FALSE	1744	1744	FALSE
3097	Rome	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1767	1767	FALSE	1766	1766	FALSE
3098	Florence	1	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332	1723	1723	FALSE	1723	1723	FALSE
3098	Rome (Jun.)	2	Rome	1	FALSE		0	1723	6	0	1723	6	12.4801802	41.8723889						
3099	Venice (21-25 Oct. 1792)	1	Venice	1	FALSE		25	1792	10	21	1792	10	12.3155151	45.4408474	1793	1793	FALSE	1792	1792	FALSE
3099	Rome (Dec. 1792)	2	Rome	1	FALSE		0	1792	12	0	1792	12	12.4801802	41.8723889						
3099	Venice (30 Apr.-13 May 1793)	3	Venice	1	FALSE		13	1793	5	30	1792	4	12.3155151	45.4408474						
3100	Turin	1	Turin	1	FALSE		0	0	0	0	0	0	7.6868565	45.070312	1741	1741	FALSE	1739	1739	FALSE
3100	Siena (by 4 Dec. 1739)	2	Siena	1	FALSE		4	1739	12	4	1739	12	11.3307574	43.318809						
3100	Florence (by May 1740)	3	Florence	1	FALSE		0	1740	5	0	1740	5	11.2480006	43.7710332						
3100	Venice (Jun.-Jul.)	4	Venice	1	FALSE		0	1740	7	0	1740	6	12.3155151	45.4408474						
3100	Florence (-Oct. 1740)	5	Florence	1	FALSE		0	1740	10	0	1740	10	11.2480006	43.7710332						
3100	Rome	6	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
3100	Siena	7	Siena	1	FALSE		0	0	0	0	0	0	11.3307574	43.318809						
3100	Venice	8	Venice	1	FALSE		0	0	0	0	0	0	12.3155151	45.4408474						
3100	Turin (14 Apr. 1741)	9	Turin	1	FALSE		14	1741	4	14	1741	4	7.6868565	45.070312						
3100	Venice (Nov. 1743-early 1744)	1	Venice	2	FALSE		0	1744	0	0	1743	11	12.3155151	45.4408474	1744	1744	FALSE	1743	1743	FALSE
3100	Turin (14 Nov. 1758-Jul. 1761)	1	Turin	3	FALSE		0	1761	7	14	1758	11	7.6868565	45.070312	1761	1761	FALSE	1758	1758	FALSE
3100	Florence (15-20 Nov. 1777)	1	Florence	4	FALSE		20	1777	11	15	1777	11	11.2480006	43.7710332	1778	1778	FALSE	1777	1777	FALSE
3100	Rome (Dec.)	2	Rome	4	FALSE		0	1777	12	0	1777	12	12.4801802	41.8723889						
3100	Naples (Dec. 1777-Mar. 1778)	3	Naples	4	FALSE		0	1778	3	0	1777	12	14.2681244	40.8517746						
3100	Rome (Mar.-May-)	4	Rome	4	FALSE		0	1778	5	0	1778	3	12.4801802	41.8723889						
3102	Padua (16 Jun.; Brown 1867)	1	Padua	1	FALSE		16	1729	6	16	1729	6	11.8767611	45.4064349	1729	1729	FALSE	1729	1729	FALSE
3103	"Venice (in mid-April 1712, Lord Peterborough in Venice took a statement from Mackenzie's servant to the effect that his master was losing his reason; SP 99/59, f.371; Cole, 8 Apr.)"	1	Venice	1	FALSE		0	0	0	0	0	0	12.3155151	45.4408474	1712	1712	FALSE	1712	1712	FALSE
3103	"Venice (Nov.: with Wemyss,Walkinshaw, all Jacobites, sent away from Venice; SP 99/62, f.397, Burges, 1 Dec.)"	1	Venice	2	FALSE		0	1719	11	0	1719	11	12.3155151	45.4408474	1719	1719	FALSE	1719	1719	FALSE
3104	Turin (Jun. 1760)	1	Turin	1	FALSE		0	1760	6	0	1760	6	7.6868565	45.070312	1763	1763	FALSE	1760	1760	FALSE
3104	Rome (by Oct. 1762-Mar. 1763-)	2	Rome	1	FALSE		0	1763	3	0	1762	10	12.4801802	41.8723889						
3106	"Venice (2 Jul.: with 'Alessandro Machean' ,; ASV is 760)"	1	Venice	1	FALSE		2	1777	7	2	1777	7	12.3155151	45.4408474	1777	1777	FALSE	1777	1777	FALSE
3107	"Venice (15 May: 'lately taken by Monsr de L'Aigle'; SP 99/59, f.124)"	1	Venice	1	FALSE		15	1711	5	15	1711	5	12.3155151	45.4408474	1711	1711	FALSE	1711	1711	FALSE
3108	"Padua (Mar.-May-: to stay some weeks; ASV is 783; see Francis Drake, 1764-1821)"	1	Padua	1	FALSE		0	1796	5	0	1796	3	11.8767611	45.4064349	1796	1796	FALSE	1796	1796	FALSE
3109	Padua (3 Jan.)	1	Padua	1	FALSE		3	1704	1	3	1704	1	11.8767611	45.4064349	1704	1704	FALSE	1704	1704	FALSE
3109	Genoa (Aug.)	2	Genoa	1	FALSE		0	1704	8	0	1704	8	8.946256	44.4056499						
3109	Rome (19 Nov.-)	3	Rome	1	FALSE		19	1704	11	19	1704	11	12.4801802	41.8723889						
3110	Leghorn (Aug. 1737)	1	Leghorn	1	FALSE		0	1737	8	0	1737	8	10.416111	43.520833	1738	1738	FALSE	1737	1737	FALSE
